chunk1_id,chunk2_id,subject,cosine_similarity,pair_type,manual_label,chunk1_text,chunk2_text
7708,8905,Operating Systems,0.809005,near_threshold,1,"permission fairly to all the processes, reduce the average waiting time, response time, turnaround time for I/O to complete. OS developers implement schedules by maintaining a wait queue of the request for each device. Buffering – A buffer is a memory area that stores data being transferred between two devices or between a device and an application. Buffering is done for three reasons. 1. The first is to cope with a speed mismatch between producer and consumer of a data stream. 2. The second use of buffering is to provide adaptation for data that have different data-transfer sizes. 3. The third use of buffering is to support copy semantics for the application I/O, “copy semantic ” means, suppose that an application wants to write data on a disk that is stored in its buffer. it calls the wr","services provided.  Scheduling − Kernel schedules a set of I/O requests to determine a good order in which to execute them. When an application issues a blocking I/O system call, the request is placed on the queue for that device. The Kernel I/O scheduler rearranges the order of the queue to improve the overall system efficiency and the average response time experienced by the applications.  Buffering − Kernel I/O Subsystem maintains a memory area known as buffer that stores data while they are transferred between two devices or between a device with an application operation. Buffering is done to cope with a speed mismatch between the producer and consumer of a data stream or to adapt between devices that have different data transfer sizes.  Caching − Kernel maintains cache memory which"
11097,11098,DBMS,0.804313,near_threshold,0,"(cid:127) Update anomaly: a change must be made in multiple rows, risking inconsistency if missed anywhere. (cid:127) Deletion anomaly: deleting a row unintentionally removes other useful information. 3.9 Functional Dependencies (FDs) A functional dependency X fi Y means: for any two tuples that agree on attribute(s) X, they must also agree on Y (X functionally determines Y). FDs formalize the notion of a 'good' key and are the basis for normalization. Armstrong's Axioms (sound and complete inference rules for FDs): (cid:127) Reflexivity: if Y ˝ X, then X fi Y. (cid:127) Augmentation: if X fi Y, then XZ fi YZ. (cid:127) Transitivity: if X fi Y and Y fi Z, then X fi Z. Derived rules: Union, Decomposition, and Pseudo-transitivity — all can be proven from the three axioms above. 3.10 Normal F","(cid:127) Transitivity: if X fi Y and Y fi Z, then X fi Z. Derived rules: Union, Decomposition, and Pseudo-transitivity — all can be proven from the three axioms above. 3.10 Normal Forms Normal Form Condition 1NF Every attribute contains only atomic (indivisible) values — no repeating groups or multi-valued attributes. 2NF Must be in 1NF, and every non-key attribute must be fully functionally dependent on the ENTIRE primary key (no partial dependency on part of a composite key). 3NF Must be in 2NF, and no non-key attribute is transitively dependent on the primary key (no non-key attribute depends on another non-key attribute). BCNF For every non-trivial FD X fi Y, X must be a super key (a stronger form of 3NF, eliminates remaining anomalies from certain overlapping candidate keys). 4NF Mus"
7712,8014,Operating Systems,0.803969,near_threshold,1,"PROCESS SCHEDULING ● The process scheduling is the activity of the process manager that handles the removal of the running process from the CPU and the selection of another process on the basis of a particular strategy. ● Process scheduling is an essential part of a Multiprogramming operating systems. Such operating systems allow more than one process to be loaded into the executable memory at a time and the loaded process shares the CPU using time multiplexing. The prime aim of the process scheduling system is to keep the CPU busy all the time and to deliver minimum response time for all programs. For achieving this, the scheduler must apply appropriate rules for swapping processes IN and OUT of CPU. Scheduling fell into one of the two general categories: • Non Pre-emptive Scheduling: Whe","may be editing, printing, and compiling in parallel. Concurrent execution of cooperating processes requires mechanisms that allow processes to communicate with one another and to synchronize their actions. CPU Scheduling  Basic Concepts  Scheduling Criteria  Scheduling Algorithms  Multiple-Processor Scheduling  Real-Time Scheduling  Algorithm Evaluation Basic Concepts  Maximum CPU utilization obtained with multiprogramming  CPU–I/O Burst Cycle – Process execution consists of a cycle of CPU execution and I/O wait.  CPU burst distribution Alternating Sequence of CPU And I/O Bursts CPU Scheduler  Selects from among the processes in memory that are ready to execute, and allocates the CPU to one of them.  CPU scheduling decisions may take place when a process: 1. Switches from runnin"
10536,10726,DBMS,0.803469,near_threshold,1,"Databases change over time as information is inserted and deleted. The collection of information stored in the database at a particular moment is called an instance of the database. The overall design of the database is called the database schema. Schemas are changed infrequently, if at all. The concept of database schemas and instances can be understood by analogy to a program written in a programming language. Each variable has a particular value at a given instant. The values of the variables in a program at a point in time correspond to an instance of a database schema. Database systems have several schemas, partitioned according to the levels of abstraction. The physical schema describes the database design at the physical level, while the logical schema describes the database design","Example: The database consists of information about a set of customers and accounts and the relationship between them)Analogous to type information of a variable in aprogram. Physical schema: database design at the physical level Logical schema: database design at the logical level Instances and Schemas Instance –the actual content of the database at a particular point in time alogous to the valueof a variable. Physical Data Independence –the ability to modify the physical schema withoutchanging the logical schema . Applications depend on the logical schema. In general, the interfaces between the various levels and components should be well defined sothat changes in some parts do not seriously influence others."
8000,8282,Operating Systems,0.800821,near_threshold,1,"Real-Time Operating Systems (RTOS)  A real-time operating system (RTOS) is a multitasking operating system intended for applications with fixed deadlines (real-time computing). Such applications include some small embedded systems, automobile engine controllers, industrial robots, spacecraft, industrial control, and some large-scale computing systems.  The real time operating system can be classified into two categories: 1. hard real time system and 2. soft real time system.  A hard real-time system guarantees that critical tasks be completed on time. This goal requires that all delays in the system be bounded, from the retrieval of stored data to the time that it takes the operating system to finish any request made of it. Such time constraints dictate the facilities that are available","It is developed for real-time applications where data should be processed in a fixed, small duration of time. It is used in an environment where multiple processes are supposed to be accepted and processed in a short time. RTOS requires quick input and immediate response, e.g., in a petroleum refinery, if the temperate gets too high and crosses the threshold value, there should be an immediate DEPT OF CSE 7 response to this situation to avoid the explosion. Similarly, this system is used to control scientific instruments, missile launch systems, traffic lights control systems, air traffic control systems, etc. This system is further divided into two types based on the time constraints: Hard Real-Time Systems: These are used for the applications where timing is critical or response time is"
10524,10733,DBMS,0.800508,near_threshold,0,"◦ Telecommunication: For keeping records of calls made, generating monthly bills, maintainingbalances on prepaid calling cards, and storing information about the communication networks. Purpose of Database Systems Database systems arose in response to early methods of computerized management of commercial data. As an example of such methods, typical of the 1960s, consider part of a university organization that, among other data, keeps information about all instructors, students, departments, and course offerings. One way to keep the information on a computer is to store it in operating system files. To allow users to manipulate the information, the system has a number of application programs that manipulate the files, including programs to: Add new students, instructors, and courses Regist","• Naïve users –invoke one of the permanent application programs that have been written previously – Examples, people accessing database over the web, bank tellers, clerical staff Database Administrator • Coordinates all the activities of the database system – has a good understanding of the enterp • Database administrator's duties include: – Storage structure and access method definition – Schema and physical organization modification – Granting users authority to access the database – Backing up data – Monitoring performance and responding to changes – Database tuning. History of Database Systems: • 1950s and early 1960s: – Data processing using magnetic tapes for storage • Tapes provide only sequential access – Punched cards for input • Late 1960s and 1970s: – Hard disks allow direct acc"
8259,8264,Operating Systems,0.799574,near_threshold,0,"Therefore the operating system is the resource manager i.e. it can manage the resource of a computer system internally. The resources are processor, memory, files, and I/O devices. In simple terms, an operating system is an interface between the computer user and the machine. It is very important for you that every computer must have an operating system in order to run other programs. The operating system mainly coordinates the use of the hardware among the various system programs and application programs for various users. An operating system acts similarly like government means an operating system performs no useful function by itself; though it provides an environment within which other programs can do useful work. Below we have an abstract view of the components of the computer system:","A computer system consists of many resources like - hardware and software - that must be managed efficiently. The operating system acts as the manager of the resources, decides between conflicting requests, controls the execution of programs, etc. Types of Operating System Given below are different types of Operating System: 1. Simple Batch System 2. Multiprogrammed 3. DEPT OF CSE 2 In a Batch Operating System, the similar jobs are grouped together into batches with the help of some operator and these batches are executed one by one. For example, let us assume that we have 10 programs that need to be executed. operating system is designed mostly for ease of use, with some attention paid to performance, and none paid to resource utilization. Operating System: System View The operating syste"
9043,9753,Computer Networks,0.79927,near_threshold,1,"information from a software application in one computer moves through a network medium to a software application in another computer. The OSI reference model is a conceptual model composed of seven layers, each specifying particular network functions. The model was developed by the International Organization for Standardization (ISO) in 1984, and it is now considered the primary architectural model for inter-computer communications. The OSI model divides the tasks involved with moving information between networked computers into seven smaller, more manageable task groups. A task or group of tasks is then assigned to each of the seven OSI layers. Each layer is reasonably self-contained so that the tasks assigned to each layer can be implemented independently. This enables the solutions offe","1984, and it is now considered as an architectural model for the inter-computer communications. o OSI model divides the whole task into seven smaller and manageable tasks. Each layer is assigned a particular task. o Each layer is self-contained, so that task assigned to each layer can be performed inde- pendently. Characteristics of OSI Model: o The OSI model is divided into two layers: upper layers and lower layers. o The upper layer of the OSI model mainly deals with the application related issues, and they are implemented only in the software. The application layer is closest to the end user. Both the end user and the application layer interact with the software applications. An upper layer refers to the layer just above another layer. o The lower layer of the OSI model deals with the d"
10546,10901,DBMS,0.798387,near_threshold,1,"constraints and checks the authority of users to access data.  Transaction manager, which ensures that the database remains in a consistent (correct) state despite system failures, and that concurrent transaction executions proceed without conflicting.  File manager, which manages the allocation of space on disk storage and the data structures used to represent information stored on disk.  Buffer manager, which is responsible for fetching data from disk storage into main memory, and deciding what data to cache in main memory. The buffer manager is a critical part of the database system, since it enables the database to handle data sizes that are much larger than the size of main memory. Transaction Manager: A transaction is a collection of operations that performs a single logical funct"," The storage manager is responsible for the interaction with the file manager.  The raw data are stored on the disk using the file system, which is usually provided by a conventional operating system.  The storage manager translates the various DML statements into low-level file-system commands. Thus, the storage manager is responsible for storing, retrieving, and updating data in the database. The storage manager components include: 1. Authorization and integrity manager, which tests for the satisfaction of integrity constraints and checks the authority of users to access data. 2. Transaction manager, which ensures that the database remains in a consistent (correct) state despite system failures, and that concurrent transaction executions proceed without conflicting. 3. File manager, w"
9059,9807,Computer Networks,0.795604,near_threshold,0,"2. Sender calculates the checksum and sends checksum together with data. The checksum allows the receiver to determine when a frame has been damaged in transit or received correctly. 3. Receiver recomputes the checksum and compares it with the received value. If they differ, an error has occurred and the frame is discarded. 4. Error control protocol returns a positive or negative acknowledgment to the sender. A positive acknowledgment indicates the frame was received without errors, while a negative acknowledgment indicates the opposite. 5. Flow control prevents a fast sender from overwhelming a slower receiver. For example, a supercomputer can easily generate data faster than a PC can consume it. 6. In general, data link layer provides service to the network layer. The network layer wants","● As far as the data link layer is concerned, the packet passed across the interface to it from the network layer is pure data, whose every bit is to be delivered to the destination’s network layer. ● The fact that the destination’s network layer may interpret part of the packet as a header is of no concern to the data link layer. ● When the data link layer accepts a packet, it encapsulates the packet in a frame by adding a data link header and trailer to it (see Fig. 3-1). ● Thus, a frame consists of an embedded packet, some control information (in the header), and a checksum (in the trailer). The frame is then transmitted to the data link layer on the other machine. ● We will assume that there exist suitable library procedures to physical layer to send a frame and from physical layer to"
9042,9741,Computer Networks,0.79468,near_threshold,1,"same, provided that each machine can correctly use all protocols. A list of protocols used by a certain system, one protocol per layer, is called protocol stack. Summary: Why Layered architecture? 1. To make the design process easy by breaking unmanageable tasks into several smaller and manageable tasks (by divide-and-conquer approach). 2. Modularity and clear interfaces, so as to provide comparability between the different providers' components. 3. Ensure independence of layers, so that implementation of each layer can be changed or modified without affecting other layers. 4. Each layer can be analyzed and tested independently of all other layers. 1.2.2 Open System Interconnection Reference Model The Open System Interconnection (OSI) reference model describes how information from a softwa","words, it is the peers that communicate by using the protocol to talk to each other. No data are directly transferred from layer n on one machine to layer n on another machine. Instead, each layer passes data and control information to the layer immediately below it, until the lowest layer is reached. Below layer 1 is the physical medium through which actual communication occurs. In Fig. 1-13, virtual communication is shown by dotted lines and physical communication by solid lines. Between each pair of adjacent layers is an interface. The interface defines which primitive operations and services the lower layer makes available to the upper one. When network designers decide how many layers to include in a net-work and what each one should do, one of the most important considerations is def"
10595,10792,DBMS,0.792794,near_threshold,0,"./ fR1; : : : ; R ng is said to hold over a relation R if R1; : : : ; Rn is a lossless-join decomposition of R. An MVD X !! Y over a relation R can be expressed as the join dependency ./ fXY, X(R−Y)g. As an example, in the CTB relation, the MVD C !! T can be expressed as the join dependency ./ fCT,CBg. Unlike FDs and MVDs, there is no set of sound and complete inference rules for JDs. Fifth Normal Form A relation schema R is said to be in fth normal form (5NF) if for every JD ./ fR1; : : : ; Rng that holds over R, one of the following statements is true:  Ri = R for some i, or  The JD is implied by the set of those FDs over R in which the left side is a key for R. The second condition deserves some explanation, since we have not presented inference rules for FDs and JDs taken together. I","problems. A decomposition of a relation schema R consists of replacing the relation schema by two (or more) relation schemas that each contain a subset of the attributes of R and together include all attributes in R. Lossless-Join Decomposition Let R be a relation schema and let F be a set of FDs over R. A decomposition of R into two schemas with attribute sets X and Y is said to be a lossless-join decomposition with respect to F if for every instance r of R that satisfies the dependencies in F, X (r) ./ Y (r) = r. All decompositions used to eliminate redundancy must be lossless. The following simple test is very useful: Let R be a relation and F be a set of FDs that hold over R. The decomposition of R into relations with attribute sets Rand R is lossless if and only if F + contains either"
8092,8493,Operating Systems,0.791728,near_threshold,1,"has the same name. 3. Tree-structured directories: A tree structure is A more powerful and flexible approach to organize files and directories in hierarchical. There is a master directory, which has under it a number of user directories. Each of these user directories may have sub- directories and files as entries. This is true at any level: That is, at any level, a directory may Similarly, a write appends to the end of the file and advances to the end of the newly written material (the new end of file). Sequential access is based on a tape model of a file, and works as well on sequential-access devices as it does on random-access ones. Direct Access: A file is made up of fixed length logical records that allow programs to read and write records rapidly in no particular order. The direct-a","filesystem spanning the physical disks. A typical file-system organization. Directory Overview  Directory operations to be supported include: o Search for a file o Create a file - add to the directory o Delete a file - erase from the directory o List a directory - possibly ordered in different ways. o Rename a file - may change sorting order Tree-Structured Directories An obvious extension to the two-tiered directory structure, and the one with which we are all most familiar. Each user / process has the concept of a current directory from which all ( relative ) searches take place. Files may be accessed using either absolute pathnames ( relative to the root of the tree ) or relative pathnames ( relative to the current directory. ) Directories are stored the same as any other file in the s"
10151,10362,Computer Networks,0.790997,near_threshold,1," In this situation Transport layer provides Congestion Control in different ways.  It uses open loop congestion control (Retransmission Policy , Window Policy , Acknowledgment Policy etc..) to prevent the congestion and closed loop congestion(Backpressure , Choke Packet Technique etc..) control to remove the congestion in a network once it occurred.  TCP provides AIMD- Additive Increase Multiplicative Decrease, Leaky bucket technique for congestion control. 5. Data integrity and Error Correction Transport layer checks for errors in the messages coming from application layer by using error detection codes, computing checksums, it checks whether the received data is not corrupted and uses the ACK and NACK services to inform the sender if the data is arrived or not and checks for the integ","Data may arrive out of order and be temporarily stored by the receiving TCP, but yet guarantees that no out-of-order segment is delivered to the process TCP Congestion Control When the load offered to any network is more than it can handle, congestion builds up. The network layer detects congestion when queues grow large at routers and tries to manage it, if only by dropping packets. It is up to the transport layer to receive congestion feedback from the network layer and slow downthe rate of traffic that it is sending into the network. For Congestion control, transport protocol uses an AIMD (Additive Increase Multiplicative Decrease) control law. TCP congestion control is based on implementing this approach using a window called congestion window. TCP adjusts the size of the window accord"
9771,10151,Computer Networks,0.789878,near_threshold,0,"The Transport Layer:the layer above the internet layer in the TCP/IP model is now usually called the transport layer. It is designed to allow peer entities on the source and destination hosts to carry on a conversa- tion, just as in the OSI transport layer. Two end-to-end transport protocols have been defined here. The first one, TCP (Transmission Control Protocol), is a reliable connection- oriented protocol that allows a byte stream originating on one machine to be delivered without error on any other machine in the internet. It fragments the incoming byte stream into discrete messages and passes each one on to the internet layer. At the destination, the receiving TCP process reassembles the received messages into the output stream. TCP also handles flow control to make sure a fast sende"," In this situation Transport layer provides Congestion Control in different ways.  It uses open loop congestion control (Retransmission Policy , Window Policy , Acknowledgment Policy etc..) to prevent the congestion and closed loop congestion(Backpressure , Choke Packet Technique etc..) control to remove the congestion in a network once it occurred.  TCP provides AIMD- Additive Increase Multiplicative Decrease, Leaky bucket technique for congestion control. 5. Data integrity and Error Correction Transport layer checks for errors in the messages coming from application layer by using error detection codes, computing checksums, it checks whether the received data is not corrupted and uses the ACK and NACK services to inform the sender if the data is arrived or not and checks for the integ"
9081,9757,Computer Networks,0.786072,near_threshold,0,"to the correct destination, and for translating logical addresses and names (like a machine name FLAME) into physical addresses. This layer is also responsible for finding a path through the network to the destination computer. 2. Data-Link Layer: This layer takes the data frames or messages from the Network Layer and provides for their actual transmission. At the receiving computer, this layer receives the incoming data and sends it to the network layer for handling. The Data-Link Layer also provides error-free delivery of data between the two computers by using the physical layer. It does this by packaging the data from the Network Layer into a frame, which includes error detection information. At the receiving computer, the Data-Link Layer reads the incoming frame, and generates its own","added to the frame contains the hardware destination and source address. o Physical Addressing: The Data link layer adds a header to the frame that contains a destina- tion address. The frame is transmitted to the destination address mentioned in the header. o Flow Control: Flow control is the main functionality of the Data-link layer. It is the technique through which the constant data rate is maintained on both the sides so that no data get corrupted. It ensures that the transmitting station such as a server with higher processing speed does not exceed the receiving station, with lower processing speed. o Error Control: Error control is achieved by adding a calculated value CRC (Cyclic Redundancy Check) that is placed to the Data link layer's trailer which is added to the message frame b"
9029,9730,Computer Networks,0.786048,near_threshold,1,"The main reason for distinguishing MANs as a special category is that a standard has been adopted for them. It is DQDB (Distributed Queue Dual Bus) or IEEE 802.6. 1.1.3.2.3 Wide Area Network (WAN) WAN provides long-distance transmission of data, voice, image and information over large geographical areas that may comprise a country, continent or even the whole world. In contrast to LANs, WANs may utilize public, leased or private communication devices, usually in combinations, and can therefore span an unlimited number of miles as shown in Fig. 1.1.7. A WAN that is wholly owned and used by a single company is often referred to as enterprise network. Figure 1.1.7 Wide Area Network 1.1.3.2.4 The Internet Internet is a collection of networks or network of networks. Various networks such as LAN","from their inception until the late 1990s, they were intended for television reception only. To a first approximation, a MAN might look something like the system shown in Fig. In this figure both television signals and Internet are fed into the centralized head end for subsequent distribution to people's homes. Cable television is not the only MAN. Recent developments in high-speed wireless Internet access resulted in another MAN, which has been standardized as IEEE 802.16. 3. Wide Area Network (WAN): ● A WAN (Wide Area Network) spans a large geographical area, often a country or continent. ● The WAN in Fig. 1-10 is a network that connects offices in Perth, Melbourne, and Brisbane. Each of these offices con- tains computers intended for running user (i.e., application) programs. ● We will"
10834,10934,DBMS,0.782046,near_threshold,1,"periodically, which may also contain logs and active transactions and buffer blocks. <dump> can be marked on log file whenever the database contents are dumped from nonvolatile memory to a stable one. RECOVERY: When the system recovers from failure, it can restore the latest dump. It can maintain redo-list and undo-list as in checkpoints. It can recover the system by consulting undo-redo lists to restore the state of all transaction up to last checkpoint. DATABASE BACKUP & RECOVERY FROM CATASTROPHIC FAILURE Remote backup, described next, is one of the solutions to save life. Alternatively, whole database backups can be taken on magnetic tapes and stored at a safer place. This backup can later be restored on a freshly installed database and bring it to the state at least at the point of bac","Following techniques may be adopted in case of loss of volatile storage −  We can have checkpoints at multiple stages so as to save the contents of the database periodically.  A state of active database in the volatile memory can be periodically dumped onto a stable storage, which may also contain logs and active transactions and buffer blocks.  <dump> can be marked on a log file, whenever the database contents are dumped from a non-volatile memory to a stable one. Recovery  When the system recovers from a failure, it can restore the latest dump.  It can maintain a redo-list and an undo-list as checkpoints.  It can recover the system by consulting undo-redo lists to restore the state of all transactions up to the last checkpoint."
10822,11103,DBMS,0.78189,near_threshold,0,"(of length 2; with two edges) through the committed transactions T1 and T2, this schedule (history) is not Conflict serializable. The drawing sequence for the precedence graph:- Neither T nor T can make progress — executing lock-S(B) causes T to wait for T to release its lock on B, while executing lock-X(A) causes T to wait for T to release its lock on A. Such a situation is called a deadlock. l To handle a deadlock one of T or T must be rolled back 3 4 and its locks released. 2. The potential for deadlock exists in most locking protocols. Deadlocks are a necessary evil. 3.Starvation is also possible if concurrency control manager is badly designed. For example: a. A transaction may be waiting for an X-lock on an item, while a sequence of other transactions request and are granted an S-loc","(cid:127) Cascadeless schedule: a transaction may read a value only after the writing transaction has committed — avoids cascading rollbacks. 4.6 Concurrency Control Protocols (a) Lock-Based Protocols (cid:127) Shared lock (S): allows read access; multiple transactions can hold S-locks on the same item simultaneously. (cid:127) Exclusive lock (X): allows read+write; only one transaction may hold an X-lock, and no other lock is allowed on that item at the same time. (cid:127) Two-Phase Locking (2PL): every transaction has a growing phase (acquiring locks) and a shrinking phase (releasing locks), with no new locks acquired once the first lock is released — guarantees conflict serializability. (cid:127) Strict 2PL: all exclusive locks are held until the transaction commits/aborts — ensures ca"
9721,10280,Computer Networks,0.781058,near_threshold,1,"One big disadvantage of a star topology is the dependency of the whole topology on one single point, the hub. If the hub goes down, the whole system is dead. Although a star requires far less cable than a mesh, each node must be linked to a central hub. For this reason, often more cabling is required in a star than in some other topologies (such as ring or bus). Bus Topology: The preceding examples all describe point-to-point connections. A bus topology, on the other hand, is multipoint. One long cable acts as a backbone to link all the devices in a network Nodes are connected to the bus cable by drop lines and taps. A drop line is a connection running between the device and the main cable. A tap is a connector that either splices into the main cable or punctures the sheathing of a cable t","device, likea hub, switch, or computer. The central network device acts as a server and the peripheral devices act as clients. Depending on the type of network card used in each computer of the star topology, a coaxial cable or a RJ-45 network cableis used to connect computers together. Advantages of star topology Centralized management of the network, through the use of the central computer, hub, or switch. Easy to add another computer to the network. If one computer on the network fails, the rest of the network continues tofunction normally. The star topology is used in local-area networks (LANs), High speed LANsoften use a star topology with a central hub. Disadvantages of star topology Can have a higher cost to implement, especially when using a switch orrouter as the central network d"
7442,8858,Operating Systems,0.779843,near_threshold,0,"large potential page tables. Rather than waste memory by creating a full-size page table for every process, some systems use a page-table length register, PTLR, to specify the length of the page table. Figure 4.15 - Valid (v) or invalid (i) bit in page table Shared Pages • Paging systems can make it very easy to share blocks of memory, by simply duplicating page numbers in multiple page frames. This may be done with either code or data. • If code is reentrant, that means that it does not write to or change the code in any way ( it is non self- modifying ), and it is therefore safe to re-enter it. More importantly, it means the code can be shared by multiple processes, so long as each has their own copy of the data and registers, including the instruction register. • In the example given be","computer runs out of RAM, the operating system (OS) will move idle or unwanted pages of memory to secondary memory to free up RAM for other processes and brings them back when needed by the program. This process continues during the whole execution of the program where the OS keeps removing idle pages from the main memory and write them onto the secondary memory and bring them back when required by the program. Implementation of Page Table Page table is kept in main memory A data structure called page map table is used to keep track of the relation between a page of a process to a frame in physical memory. Paging Model of Logical and Physical Memory Free Frames When the system allocates a frame to any page, it translates this logical address into a physical address and create entry into th"
10627,10830,DBMS,0.779534,near_threshold,0,"natureof the contains relationship. For example, a database may have files, which contain pages, whichfurther contain records. This can be thought of as a tree of objects, where each node contains its children. A lock on such as a shared or exclusive lock locks the targeted node as well as all of itsdescendants. Multiple granularity locking is usually used with non-strict two-phase locking to guarantee serializability. The multiple-granularity locking protocol uses these lock modes to ensure serializability. It requires that a transaction Ti that attempts to lock a node Q must follow these rules:  Transaction Ti must observe the lock-compatibility function of Figure above.  Transaction Ti must lock the root of the tree first, and can lock it in anymode.  Transaction Ti can lock a node Q","operations on temporary local variables, without updates of the actual database. 2) Validation phase. The validation test is applied to transaction Ti. This determines whether Ti is allowed to proceed to the write phase without causing a violation of serializability. If a transaction fails the validation test, the system aborts the transaction. 3) Write phase. If the validation test succeeds for transaction Ti, the temporary local variables that hold the results of any write operations performed by Ti are copied to the database. Read-only transactions omit this phase. MODES IN VALIDATION-BASED PROTOCOLS 1. Start(Ti) 2. Validation(Ti ) 3. Finish MULTIPLE GRANULARITY. multiple granularity locking (MGL) is a locking method used in database management systems (DBMS) and relational databases. I"
7402,8831,Operating Systems,0.778275,near_threshold,1,"right side fork whereas an even philosopher picks up their right side fork first and then their left side fork. Code for the fourth form of solution is as follows: Program dining philosophers; A data object (i.e., file or record) is to be shared among several concurrent processes. Some of these processes may want only to read the content of the shared object, whereas others may want to update (i.e., read and write) the shared object. In this context if two readers access the shared data object simultaneously then no problem at all. If a writer and some other process (either reader or writer) access the shared object simultaneously then conflict will raise. For solving these problems various solutions are there:- 1. Assign higher priorities to the reader processes, as compared to the writer","use the shared resource. Second readers-writes problem: Once writer is ready,that writer performs its write as soon as possible. A process wishing to modify the shared data must request the lock in write mode. multiple processes are permitted to concurrently acquire a reader-writer lock in read mode. A reader writer lock in read mode. but only one process may acquire the lock for writing as exclusive access is required for writers. Semaphore mutex initialized to 1 o Semaphore wrt initialized to 1 o Integer read count initialized to 0 The structure of a writer process The structure of a reader process wait (mutex) ; readcount ++ ; if (readcount == 1) wait (wrt) ; signal (mutex) // reading is performed wait (mutex) ; readcount - - ; Five philosophers are seated on 5 chairs across a table. Ea"
10584,10596,DBMS,0.775781,near_threshold,0,"dependencies in F and F ; all FDs in F + are then sure to be satisfied. To enforce F , we need to examine only relation X (on inserts to that relation). To enforce F , we need to examine only relation Y. NORMALIZATION Having covered the concepts needed to understand the role of normal forms and de- compositionsin database design, we now consider algorithms for converting relations to BCNF or 3NF. If a relation schema is not in BCNF, it is possible to obtain a lossless-join decomposition into a collection of BCNF relation schemas. Unfortunately, there may not be any dependency-preserving decomposition into a collection of BCNF relation schemas Decomposition into BCNF We now present an algorithm for decomposing a relation schema R into a collection of BCNF relation schemas: 1. Suppose that R","rules for FDs and JDs taken together. Intuitively, we must be able to show that the decomposition of R into fR1; : : : ; Rng is lossless-join whenever the key dependencies (FDs in which the left side is a key for R) hold. ./ fR1; : : : ; Rng is a trivial JD if Ri = R for some i; such a JD always holds. The following result, also due to Date and Fagin, identifies conditions again, detected using only FD information under which we can safely ignore JD information. If a relation schema is in 3NF and each of its keys consists of a single attribute, it isalso in 5NF. The conditions identified in this result are sufficient for a relation to be in 5NF, but not necessary. The result can be very useful in practice because it allows us to conclude that arelation is in 5NF without ever identifying th"
10558,10769,DBMS,0.773087,near_threshold,0,"We first compute the set of tuples in Reserves with bid = 103 and then take the natural join of this set with Sailors. This expression can be evaluated on instances of Reserves and Sailors. Evaluated on the instances R2 and S3, it yields a relation πsname((σcolor=′red′ Boats) 𝖺⊳ Reserves 𝖺⊳ Sailors This query involves a series of two joins. First we choose (tuples describing) red boats. (Q3) Find the colors of boats reserved by Lubber. πcolor((σsname=′Lubber′ Sailors) 𝖺⊳ Reserves 𝖺⊳ Boats) This query is very similar to the query we used to compute sailors who reserved red boats. Oninstances B1, R2, and S3, the query will return the colors green and red. (Q4) Find the names of sailors who have reserved at least one boat.πsname(Sailors 𝖺⊳ Reserves) (Q5) Find the names of sailors who have res","πsname(Tempboats ⊲⊳Reserves ⊲⊳Sailors) (Q6) Find the names of sailors who have reserved a red and a green boat ρ(T empboats2, (σcolor=′redBoats) ∩(σcolor=greenBoats)) ′ ′ ′ πsname(Tempboats2 ⊲⊳Reserves ⊲⊳Sailors) However, this solution is incorrect —it instead tries to compute sailors who have re-served a boat that is both red and green. ρ(T empred, πsid((σcolor=′red ′Boats) ⊲⊳Reserves)) ρ(T empgreen, πsid((σcolor=′green ′Boats) ⊲⊳Reserves)) πsname((Tempred ∩ Tempgreen) ⊲⊳Sailors) (Q7) Find the names of sailors who have reserved at least two boats. ρ(Reservations, πsid,sname,bid(Sailors ⊲⊳Reserves)) ρ(Reservationpairs(1 → sid1, 2 → sname1, 3 → bid1, 4 → sid2, 5 → sname2,6 → bid2),Reservations × Reservations) πsname1σ(sid1=sid2) ∩(bid1=bid2)Reservationpairs (Q8) Find the sids of sailors wit"
7649,7650,Operating Systems,0.772699,near_threshold,0,"In addition, it provides for a unique identifier ( vnode ) for files across the entire space, including across all file systems of different types. ( UNIX inodes are unique only across a single file system, and certainly do not carry across networked file systems. ) • The VFS in Linux is based upon four key object types: o The inode object, representing an individual file o The file object, representing an open file. o The superblock object, representing a file system. o The dentry object, representing a directory entry. • Linux VFS provides a set of common functionalities for each filesystem, using function pointers accessed through a table. The same functionality is accessed through the same table position for all filesystem types, though the actual functions pointed to by the pointers m","/usr/include/linux/fs.h for full details. Common operations provided include open( ), read( ), write( ), and mmap( ). Schematic view of a virtual file system. DIRECTORY IMPLEMENTATION • Directories need to be fast to search, insert, and delete, with a minimum of wasted disk space. Linear List • A linear list is the simplest and easiest directory structure to set up, but it does have some drawbacks. • Finding a file ( or verifying one does not already exist upon creation ) requires a linear search. • Deletions can be done by moving all entries, flagging an entry as deleted, or by moving the last entry into the newly vacant position. • Sorting the list makes searches faster, at the expense of more complex insertions and deletions. • A linked list makes insertions and deletions into a sorted"
